Crew	Level	Craft cost	Uncommon Prime Directive	Basic Casing	Basic Power Cell	Basic Emitter Crystal	Basic Expansion Module	Basic Clothing Pattern	Common Clothing Pattern	Basic Bajoran Phaser	Common Database	Uncommon Database	Common Raktajino	Common Encoded Communique	Common Criminal Activity Report	Uncommon Covert Contacts	Uncommon Clothing Pattern	Basic Polyalloy	Common Polyalloy	Basic Identification Code	Basic Security Reports	Basic Case Files	Uncommon Bajoran PADD	Basic Synthesized Polymer	Basic Alcohol	Common Alcohol	Uncommon Alcohol	Basic Text Book	Common Case Files	Rare Alcohol	Uncommon Spring Wine	Common Orb Experience	Uncommon Security Codes	Basic Optronic Circuit	Common Optronic Circuit	Basic Subprocessor	Basic First Contact Protocol	Basic Holoprogram	Common Ancient Film	Common Holoprogram	Basic Optronic Data Core	Uncommon Polyalloy	Rare Polyalloy	Basic Desktop Monitor	Common Subprocessor	Uncommon Subprocessor	Basic Authorization Code	Common Identification Code	Rare Furs	Basic Database	Uncommon Authorization Code	Common Novel	Rare Database	Super Rare Database	Basic Translation Algorithm	Uncommon Encoded Communique	Uncommon Ancient Film	Super Rare Spices	Uncommon Casing	Rare Casing	Super Rare Clothing Pattern	Common Synthesized Polymer	Uncommon Synthesized Polymer	Basic Isolinear Chips	Uncommon Expansion Module	Super Rare Alcohol	Basic Coffee	Basic Writing PADD	Uncommon Novel	Basic Ancient Film	Common Interlink	Basic Tricorder	Basic Alpha-wave Inducer	Basic Science Experiment	Basic Submicron Scanner	Basic Detronal Scanner	Common Neutron Microscope	Basic TR-580 Medical Tricorder	Common Science Experiment	Common Power Cell	Basic Bone-Knitting Laser	Common Furs	Common Medical Experiment	Basic Scalpel	Basic Autosuture	Common Emitter Crystal	Basic Cortical Stimulator	Common Scalpel	Common Isolinear Chips	Basic Dermal Regenerator	Uncommon Interlink	Basic Hypospray	Common Casing	Common Sensor	Uncommon Sensor	Uncommon Science Experiment	Rare Interlink	Rare Clothing Pattern	Uncommon Isolinear Chips	Basic Writing PADD	Uncommon Medical Experiment	Basic Medical Experiment	Basic Orchids	Rare Isolinear Chips	Common Expansion Module	Super Rare Microconnector	Basic Cortical Monitor	Super Rare Interlink	Basic Physiostimulator	Basic Gravimetric Scanner	Basic Tricorder Mark VII	Basic Writing PADD	Uncommon Furs	Basic Phaser Type 2	Basic Hoverball	Common Spices	Uncommon Spices	Common Gold-Pressed Latinum	Basic Isomodulator	Common Astrometric Chart	Uncommon Astrometric Chart	Basic Sensor	Basic Parametric Scanner	Rare Incense	Rare Gold-Pressed Latinum	Rare Power Cell	Rare Relay	Basic Interphasic Scanner	Rare Subprocessor	Uncommon Relay	Super Rare Synthesized Polymer	Basic TR-590 Tricorder X	Uncommon Bajoran Earring	Uncommon Emitter Crystal	Common Phaser Type 1	Uncommon Phaser Type 1	Rare Synthesized Polymer	Uncommon Raktajino	Common Poker Cards	Uncommon Combadge	Basic Casino Chip	Rare Microconnector	Super Rare Polyalloy	Basic Phaser Type 2	Uncommon Writing PADD	Uncommon Holoprogram	Common Security Codes	Basic Phaser Type 3	Common Authorization Code	Uncommon Tactical Alert	Uncommon Field Rations	Super Rare Casing	Rare Spices	Super Rare Gold-Pressed Latinum	Common Coffee	Basic Isolinear Rod	Basic Starfleet Uniform Pattern	Basic Furs	Basic Combadge	Basic Desktop Monitor	Basic Palm Beacon	Basic Darts	Basic Magnasite-Nitron Tablet	Basic Photon Grenade	Uncommon Microconnector	Super Rare Furs	Basic Micro-Optic Drill	Common Toolbox	Uncommon Scalpel	Basic Hyperspanner	Basic ODN Recoupler	Uncommon Incense	Uncommon Earl Grey Tea	Basic Quantum Chronometer	Uncommon Backpack	Common Microconnector	Basic Neurocortical Monitor	Basic Interlink	Basic Relay	Common Relay	Basic Microconnector	Rare Expansion Module	Basic Subcutaneous Transponder	Rare Sensor	Super Rare Sensor	Basic Phaser Type 2	Basic Encoded Communique	Basic Maquis Security Outfit	Basic Maquis Emblem	Common Maquis Pistol	Common Maquis Emblem	Basic Maquis Command Outfit	Super Rare Isolinear Chips	Basic Incense	Basic Earl Grey Tea	Common 3d Chess Set	Common IDIC	Common Vulcan Meditation Lamp	Uncommon Vulcan Meditation Lamp	Uncommon Power Cell	Rare Emitter Crystal	Uncommon Maquis Pistol	Uncommon IDIC	Basic Communicator	Basic Security Codes	Common Prime Directive	Basic Stun Grenade	Uncommon Optronic Circuit	Basic Interphasic Coil Spanner	Common Self-sealing Stem Bolt	Basic Duotronic Probe	Basic Gravitic Caliper	Common Desealing Rod	Basic Hyperspanner	Basic EPI Capacitor	Basic EJ-7 Interlock	Uncommon Orb Experience	Common Cardassian Encryption Algorithm	Basic Emergency Transponder	Uncommon Cardassian Communicator	Common Cardassian Disruptor Pistol	Common Resistance Cipher	Basic Bajoran Earring	Basic Cardassian Disruptor Pistol	Common Central Command Insignia	Super Rare Emitter Crystal	Uncommon Central Command Insignia	Common Incense	Super Rare Incense	Basic Bajoran PADD	Common Vedek Robes	Uncommon Vedek Robes	Common Bajoran Combadge	Common D'k tahg	Uncommon Klingon Warnog	Uncommon Klingon Armor	Common Agonizer	Common KCA Icon	Uncommon Klingon House Crest	Basic Gagh	Uncommon KCA Icon	Basic Agonizer	Uncommon Bloodwine	Common Gagh	Basic Klingon Baldric	Basic Bloodwine	Common Klingon House Crest	Common Klingon Disruptor Pistol	Common Bat'leth	Basic Klingon Armor	Common Klingon Armor	Basic Klingon Warnog	Uncommon Agonizer	Common Bloodwine	Common Terran Emblem	Basic Mek'leth	Common Starfleet Uniform Pattern	Common Klingon Disruptor Rifle	Uncommon Starfleet Uniform Pattern	Rare Starfleet Uniform Pattern	Super Rare Power Cell	Rare Optronic Circuit	Super Rare Optronic Circuit	Super Rare Subprocessor	Super Rare Relay	Basic Decoupler	Basic Combadge	Uncommon Pattern Enhancer	Super Rare Starfleet Uniform Pattern	Basic Communicator	Basic Spices	Common Writing PADD	Basic Spectral Micrometer	Basic Quantum Oscillator	Basic Radiation Collector	Basic Kurlan Naiskos	Basic Translator	Basic Phaser Type 2	Basic Desktop Monitor	Basic Wrench	Basic Plasma Torch	Basic Micro-Resonator	Basic Laser Scalpel	Basic Flux Coupler	Basic Gold-Pressed Latinum	Basic Starfleet Uniform	Uncommon Gold-Pressed Latinum	Basic Hand Scanner	Common Klingon Warnog	Basic Sonic Driver	Basic Imperial Guard Emblem	Common Andorian Ale	Common Terran Knife	Uncommon Terran Knife	Basic Poisoned Drink	Uncommon Terran Emblem	Uncommon Gagh	Basic Kadis-Kot	Common Tactical Alert	Uncommon Ferengi PADD	Common Phase Pistol	Basic Quantum Flux Regulator	Basic Writing PADD	Basic Vulcan Robes	Basic Medical Scanner	Basic Heavy Scanner	Uncommon Great Material Continuum Texts	Super Rare Expansion Module	Common Field Rations	Basic Variable Field Damper	Uncommon Multidimensional Transporter Device	Common Backpack	Basic Hirogen Hunter Armor	Common Hirogen Hunter Armor	Common Hirogen Alpha Mark	Common Hirogen Tetryon Rifle	Basic Transporter Control Module	Common Hirogen Relic	Basic Compression Rifle	Basic Kazon Furs	Basic Kazon Name	Uncommon Hirogen Scanner	Uncommon Dominion Seal	Common Covert Contacts	Basic Laser Beacon	Common Tulaberry Wine	Basic Dominion PADD	Uncommon Ketracel-white	Basic Dominion Seal	Basic Phaser Type 1	Basic Cardassian Communicator	Common Cardassian PADD	Basic Phaser Type 3	Common Terran Slave Emblem	Uncommon Virtual Display Device	Uncommon Star Empire Icon	Uncommon Romulan Ale	Basic Romulan Encryption Algorithm	Common Romulan Disruptor	Uncommon Romulan Encryption Algorithm	Basic Romulan Ale	Uncommon Jem'Hadar Scanner	Basic Jem'Hadar Knife	Common Jem'Hadar Knife	Common Kazon Disruptor Pistol	Basic Pattern Enhancer	Basic Prime Directive	Basic Klingon Disruptor Pistol	Basic Phaser Type 3	Common Rules of Acquisition	Common Tube Grubs	Basic Tube Grubs	Uncommon Rules of Acquisition	Common Great Material Continuum Texts	Uncommon Tube Grubs	Uncommon Slug-o-Cola	Uncommon Latinum Tooth Sharpener	Common Boy Scout Badge	Basic Romulan Disruptor	Uncommon Kanar	Uncommon Augment Icon	Basic Ceti Eel	Basic Rules of Acquisition	Basic Poker Cards	Common Earl Grey Tea	Basic Starfleet Uniform	Basic Graviton Emitter	Basic Medical Scanner	Uncommon Andorian Rifle	Basic Heavy Duty Tricorder
Lon Suder	20	727100	0	64	85	14	30	54	4	0	16	20	0	0	0	0	2	0	2	0	2	1	0	0	0	0	0	16	1	0	0	0	11	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	52	3	0	0	0	12	2	0	0	10	14	0	0	0	4	12	0	0	0	0	0	2	8	0	20	0	0	6	0	4	27	0	6	2	2	0	25	0	0	6	0	6	0	25	8	16	4	0	16	1	0	0	0	28	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	2	0	32	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	2	0	0	4	0	0	0	0	0	0	0	1	1	0	1	0	2	6	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	17	3	1	0	0	2	0	2	0	0	8	12	2	8	20	12	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	8	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabeth Dehner	50	670150	4	56	30	16	0	0	0	0	43	24	0	0	0	0	0	0	2	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	12	9	8	0	0	0	4	4	0	0	10	5	0	0	132	0	5	5	4	4	2	0	0	8	2	0	8	4	0	0	0	0	0	0	0	0	26	10	3	0	0	6	16	3	8	0	0	0	0	0	0	0	2	2	19	0	20	26	14	0	6	0	0	2	26	4	26	0	2	4	0	4	0	0	0	8	0	0	1	10	0	0	0	0	2	2	38	0	0	0	1	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harcourt Fenton Mudd	1	634400	0	79	26	12	2	120	0	0	22	2	0	6	0	5	24	33	17	8	0	0	0	0	19	22	7	8	0	0	0	0	1	36	0	18	34	22	6	0	0	0	6	0	12	3	9	6	8	81	0	3	5	4	21	5	0	0	0	2	2	12	6	7	1	0	0	0	0	0	33	8	8	19	27	0	0	0	0	10	0	16	0	0	0	2	0	0	0	0	0	0	0	46	0	4	0	0	0	0	0	0	0	6	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	25	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kortar	60	706200	0	36	0	0	0	67	6	0	0	4	0	0	0	0	6	18	76	0	0	0	0	0	10	4	8	0	0	9	0	0	1	0	0	0	6	4	0	0	0	0	12	0	0	0	0	0	0	60	1	3	2	4	0	0	0	0	0	14	0	4	4	0	16	2	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	0	0	0	40	0	0	0	0	18	6	0	0	0	8	0	16	0	0	0	0	0	0	0	8	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	6	0	0	0	0	0	2	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	16	8	0	0	13	2	9	24	9	8	14	2	9	8	0	0	0	2	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Commander Barak	10	426950	0	36	0	0	18	33	6	0	36	15	3	3	8	2	3	14	40	0	2	1	0	0	0	0	4	0	3	2	0	0	1	0	0	18	0	0	0	0	0	16	0	18	7	0	0	8	0	4	2	0	8	0	4	4	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	7	13	0	0	0	3	7	14	9	0	5	17	1	4	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fugitive Burnham	40	547350	4	36	36	14	12	36	0	0	22	25	2	5	8	5	18	26	32	0	2	2	0	0	1	4	1	0	6	0	0	0	13	20	2	20	8	5	1	1	1	18	0	12	15	1	3	2	0	58	2	1	7	0	0	0	1	0	0	22	2	17	6	0	6	0	0	0	0	0	22	0	0	6	16	0	0	7	0	6	0	0	0	0	0	12	0	0	0	11	0	9	30	26	0	3	10	0	0	7	0	7	0	10	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ambassador K'Ehleyr	1	446500	0	28	1	0	0	39	0	0	4	2	0	0	0	0	0	2	34	0	0	0	0	0	18	6	16	1	0	0	0	0	1	3	2	48	14	4	2	1	1	2	2	0	22	6	11	10	0	51	0	2	2	0	0	0	1	0	6	0	0	0	0	1	0	0	4	2	0	2	2	0	1	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	20	0	1	0	34	0	0	0	0	19	12	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	8	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	2	2	0	0	9	1	1	5	3	6	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cadet Nog	1	131100	2	19	6	0	2	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	56	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	24	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	76	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	12	2	8	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuxedo Nog	50	664300	0	44	18	0	2	10	10	0	20	23	0	0	0	0	0	0	14	16	0	0	0	8	45	26	11	0	0	4	0	0	0	2	2	4	7	5	1	1	1	0	0	0	0	6	1	6	0	10	0	1	3	0	0	0	1	0	4	2	0	20	2	18	0	0	4	1	0	2	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	20	0	8	36	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	4	0	16	0	0	0	0	0	0	0	0	0	0	5	3	3	0	76	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Alternate Future Bashir	50	864750	2	52	42	0	0	0	0	0	44	19	0	0	0	0	0	44	18	0	0	0	0	3	36	16	8	8	0	4	0	0	1	0	0	0	8	2	1	2	0	10	4	0	0	0	0	0	0	80	1	0	10	2	24	4	0	0	10	3	0	4	2	8	4	2	2	0	0	3	0	24	0	0	0	0	0	26	0	0	0	0	0	0	52	0	10	2	0	39	0	34	10	26	10	8	0	0	0	21	2	21	0	0	0	0	0	0	0	0	18	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	2	0	0	0	0	0	40	0	0	0	0	32	12	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Prince Bashir	60	652150	0	30	8	16	0	12	0	0	24	11	0	1	0	1	0	12	2	0	0	0	0	0	4	13	4	12	0	0	0	0	1	4	4	21	10	6	2	4	2	2	18	0	28	12	8	12	0	66	1	4	12	0	0	1	2	0	22	0	0	1	0	0	0	0	2	0	6	0	0	0	10	1	0	0	0	25	0	8	0	8	0	0	0	0	0	0	0	6	4	6	26	4	0	0	0	0	4	16	2	16	0	6	2	0	2	0	0	0	2	0	0	0	0	0	10	0	16	0	0	70	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alidar Jarok	40	511700	0	2	1	12	2	48	12	0	18	7	0	4	1	0	24	0	8	8	3	1	0	0	3	0	10	12	2	2	0	0	4	0	0	16	19	4	0	1	0	8	0	2	8	8	7	12	0	48	18	3	18	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	22	4	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0
Malik	1	435450	0	0	0	0	6	76	0	0	9	9	1	2	4	14	24	27	20	0	1	1	0	0	2	0	0	0	3	0	0	0	7	0	0	8	2	1	0	0	0	4	18	6	1	0	1	2	9	26	3	2	2	0	24	25	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	12	1	6	0	0	24	12	0	0	15	0	0	0	0	0	0	32	0	0	0	0	0	12	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	6	0	0	0	0	12	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	2	0	2	3	2	4	2	3	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
