Name	Have	Short name	Max rarity	Rarity	Level	Immortal	Equipment	Tier	In portal	Collections	Voyage rank	Gauntlet rank	Command core	Command min	Command max	Diplomacy core	Diplomacy min	Diplomacy max	Engineering core	Engineering min	Engineering max	Medicine core	Medicine min	Medicine max	Science core	Science min	Science max	Security core	Security min	Security max	Traits	Action name	Boosts	Amount	Initialize	Duration	Cooldown	Bonus Ability	Trigger	Uses per Battle	Handicap Type	Handicap Amount	Accuracy	Crit Bonus	Crit Rating	Evasion	Charge Phases
Science Officer Spock	TRUE	Spock	5	5	100	0	0 1 2 3	3	TRUE	Live Long and Prosper	92	382	1183	129	266	549	107	218	0	0	0	0	0	0	1498	211	441	0	0	0	["Starfleet","Federation","Exobiology","Artist","Astrophysicist","Human","Vulcan","Telepath","nonhuman","male","organic","dsc","spock","spock_dsc","crew_max_rarity_5"]	Let Us See What The Future Holds	Attack	7	8	8	10	Immediately repairs Shields by 12%	None	3			320	120	103	475	
Science Officer Spock	TRUE	Spock	5	5	100	0	0 1 2 3	3	TRUE	Live Long and Prosper	92	382	1183	129	266	549	107	218	0	0	0	0	0	0	1498	211	441	0	0	0	["Starfleet","Federation","Exobiology","Artist","Astrophysicist","Human","Vulcan","Telepath","nonhuman","male","organic","dsc","spock","spock_dsc","crew_max_rarity_5"]	Let Us See What The Future Holds	Attack	7	8	8	10	Immediately repairs Shields by 12%	None	3			320	120	103	475	
Seeking Spock	TRUE	Spock	5	2	100	0	0 1 2 3	3	TRUE	Live Long and Prosper	118	121	0	0	0	263	149	333	0	0	0	629	194	372	1067	207	506	0	0	0	["Vulcan","Human","Telepath","Spiritual","Starfleet","Federation","Resourceful","Explorer","nonhuman","male","organic","tos","spock","spock_tos","crew_max_rarity_5"]	Recommend We Proceed	Evasion	9	10	12	12						550	200	175	225	
Brainless Spock	TRUE	Spock	2	2	100	1	0 1 2 3	8	TRUE	Live Long and Prosper, Uncommon Crew	907	889	0	0	0	0	0	0	418	58	204	0	0	0	259	49	156	0	0	0	["Federation","Starfleet","Exobiology","Astrophysicist","Human","Musician","Vulcan","Telepath","nonhuman","male","organic","tos","bridge_crew","first_officer","spock","spock_tos","crew_max_rarity_2"]	A Practical Idea	Accuracy	3	8	10	8						460	150	163	390	
Dr. Phlox	TRUE	Phlox	2	2	100	2	0 1 2 3	4	TRUE	Do No Harm, Uncommon Crew	920	913	0	0	0	0	0	0	0	0	0	343	55	209	297	27	101	0	0	0	["Denobulan","Civilian","Physician","Romantic","Exobiology","nonhuman","male","organic","ent","phlox","crew_max_rarity_2"]	Alternative Medicine	Accuracy	2	8	10	14	+750 to Crit Rating	None				152		61	80	
Surgeon Phlox	TRUE	Phlox	3	3	100	1	0 1 2 3	5	TRUE	Do No Harm, Rare Crew	817	819	315	35	82	0	0	0	0	0	0	465	91	261	407	58	141	0	0	0	["Denobulan","Civilian","Physician","Romantic","Exobiology","nonhuman","male","organic","ent","phlox","crew_max_rarity_3"]	Super Hydration	Evasion	3	1	10	8	Shield regeneration +500	None					150	81	75	After 8s Shield regeneration +750; After 16s Shield regeneration +1000
Defensive Phlox	TRUE	Phlox	5	1	100	0	0 1 2 3	4	TRUE	Do No Harm	262	12	0	0	0	0	0	0	0	0	0	669	298	1041	368	197	521	206	169	342	["Denobulan","Civilian","Physician","Romantic","Exobiology","male","organic","ent","phlox","crew_max_rarity_5"]	Intimidating Prospect	Evasion	7	4	10	10	Immediately repairs Shields by 12%	None	3			450	275	142	250	
Mirror Phlox	TRUE	Phlox	4	4	100	0	0 1 2 3	1	TRUE	Do No Harm, Smoke and Mirrors	605	78	0	0	0	0	0	0	0	0	0	922	317	927	0	0	0	617	223	452	["Denobulan","Interrogator","Terran Empire","Physician","Exobiology","Brutal","Starfleet","Mirror Universe","nonhuman","male","organic","ent","mirror","phlox","crew_max_rarity_4"]	Agony Booth	Accuracy	7	12	5	12	Immediately deals 200% damage	None				375	255	322	725	
Reverend Phlox	TRUE	Phlox	5	5	100	0	0 1 2 3	3	TRUE	Do No Harm	125	160	1132	164	355	688	60	125	0	0	0	1217	269	701	0	0	0	0	0	0	["Denobulan","Civilian","Physician","Exobiology","male","organic","ent","phlox","crew_max_rarity_5"]	Rest In Peace	Evasion	10	6	10	12						200	205	170	100	
Phlox, Au Naturel	TRUE	Phlox	5	1	100	0	0 1 2 3	6	TRUE	Do No Harm	190	101	0	0	0	0	0	0	266	95	318	501	182	454	908	210	576	0	0	0	["Denobulan","Civilian","Physician","Exobiology","Resourceful","Casual","male","organic","ent","phlox","crew_max_rarity_5"]	I'm A Physician, Not An Engineer!	Evasion	7	12	6	12	Immediately repairs Hulls by 25%	None	2			515	195	140	450	
Armed Philippa Georgiou	TRUE	Georgiou	4	4	100	0	0 1 2 3	3	TRUE	New Life and New Civilizations, To Boldly Go	513	543	589	177	397	1040	123	180	0	0	0	0	0	0	0	0	0	412	97	195	["Human","Federation","Starfleet","Inspiring","Diplomat","female","organic","dsc","captain","georgiou","crew_max_rarity_4"]	Starfleet Doesn't Fire First	Evasion	5	4	10	8						550	200	100	150	After 4s +2 Evasion; After 10s +4 Evasion
Emperor Philippa Georgiou	TRUE	Georgiou	5	1	100	0	0 1 2 3	7	TRUE	Smoke and Mirrors	196	228	950	148	435	168	175	358	0	0	0	0	0	0	0	0	0	662	147	304	["Terran Empire","Mirror Universe","Human","Brutal","Empress","female","organic","dsc","georgiou","crew_max_rarity_5"]	Imperial Majesty	Accuracy	7	10	15	15	Increase boarding damage by 14%	Boarding				450	335	152	100	
Section 31 Philippa Georgiou	TRUE	Georgiou	4	4	100	1	0 1 2 3	2	TRUE	Smoke and Mirrors	436	674	531	24	76	756	75	155	0	0	0	0	0	0	0	0	0	1050	198	443	["Terran Empire","Mirror Universe","Section 31","Human","Brutal","Empress","female","organic","dsc","georgiou","crew_max_rarity_4"]	I Thought We Had An Agreement	Attack	7	8	5	14	Immediately deals 200% damage	None				450	155	77	625	
Ambassador Shras	TRUE	Shras	4	4	20	0		4	TRUE	New Life and New Civilizations	555	816	121	14	31	158	17	36	0	0	0	0	0	0	0	0	0	65	12	25	["Andorian","Communicator","Federation","Diplomat","Civilian","Ambassador","nonhuman","male","organic","tos","shras","crew_max_rarity_4"]	We Are A Violent Race	Attack	9	8	10	10						650	195	140	375	
Captain Kasidy Yates	TRUE	Yates	3	3	100	1	0 1 2 3	7	TRUE	Rare Crew	823	813	513	79	232	220	60	163	0	0	0	0	0	0	0	0	0	390	45	107	["Federation","Civilian","Human","Bajoran","Smuggler","female","organic","ds9","yates","crew_max_rarity_3"]	No Apologies	Attack	4	8	10	10	+1000 to Crit Rating	None				675	100	30	715	
Smuggler Kasidy Yates	TRUE	Yates	4	4	100	1	0 1 2 3	8	TRUE	Spit and Bailing Wire	562	311	744	136	334	0	0	0	672	109	373	0	0	0	0	0	0	418	148	365	["Federation","Civilian","Human","Pilot","Smuggler","Jury Rigger","female","organic","ds9","yates","crew_max_rarity_4"]	I'll Be Back	Evasion	8	8	12	17						575	205	65	350	
Expedition Vash	TRUE	Vash	3	3	100	1	0 1 2 3	5	TRUE	Rare Crew	839	773	0	0	0	177	9	32	0	0	0	0	0	0	275	124	344	510	87	195	["Human","Federation","Scoundrel","Explorer","Exoarchaeology","Smuggler","Civilian","female","organic","tng","vash","crew_max_rarity_3"]	Well-Known Liar	Evasion	4	6	8	10	Increase bonus boost by +2	Position				315		30	290	
Ensign Mendon	TRUE	Mendon	3	3	100	1	0 1 2 3	5	TRUE	Rare Crew	837	801	0	0	0	0	0	0	487	46	105	0	0	0	520	139	440	0	0	0	["Benzite","Prodigy","Starfleet","Resourceful","nonhuman","male","organic","mendon","tng","ensign","crew_max_rarity_3"]	I'll Succeed Brilliantly	Accuracy	5	4	4	8	Immediately repairs Shields by 15%	None	2			130	100	5	440	
Cadet Sito Jaxa	TRUE	Sito	2	2	100	1	0 1 2 3	1	TRUE	Uncommon Crew	894	886	368	69	164	291	29	87	0	0	0	0	0	0	0	0	0	145	32	91	["Bajoran","Starfleet","Federation","Pilot","Crafty","Prodigy","Maverick","female","nonhuman","organic","tng","sito","crew_max_rarity_2"]	Second Chance	Evasion	2	6	10	6	+15% to Attack Speed	None	2			145	360		40	
Botanist Keiko	TRUE	Keiko	1	1	100	1	0 1 2 3	10	TRUE	Common Crew	954	944	0	0	0	0	0	0	0	0	0	0	0	0	254	54	210	0	0	0	["Human","Federation","Civilian","Botanist","Caregiver","female","organic","ds9","keiko","crew_max_rarity_1"]	Specimen Sample	Evasion	1	6	10	10						75		5	195	
Pah-wraith Keiko	TRUE	Keiko	5	4	100	0	0 1 2 3	4	TRUE		204	712	1456	54	122	518	76	172	0	0	0	0	0	0	0	0	0	944	158	334	["Human","Federation","Civilian","Scoundrel","Brutal","Villain","female","organic","ds9","keiko","crew_max_rarity_5"]	I'm In Charge Now	Accuracy	7	10	8	12	Increase boarding damage by 14%	Boarding				450	250	40	675	
Mirror Keiko	TRUE	Keiko	4	4	100	1	0 1 2 3	7	TRUE	Timelines' Originals, Smoke and Mirrors	566	393	770	240	492	443	86	165	0	0	0	0	0	0	658	104	264	0	0	0	["Human","Botanist","Saboteur","Undercover Operative","Mirror Universe","Terran Rebellion","female","organic","ds9","mirror","keiko","original","crew_max_rarity_4"]	Terrible Beauty	Accuracy	7	10	10	10	+1250 to Crit Rating	Cloak				450	230	275	125	
Commander Donatra	TRUE	Donatra	4	4	100	1	0 1 2 3	5	TRUE	The Neutral Zone, Valor in Combat	573	49	667	269	713	366	68	201	0	0	0	0	0	0	0	0	0	503	220	532	["Romulan","Veteran","Crafty","Tactician","Resourceful","nonhuman","female","organic","donatra","tng","commander","crew_max_rarity_4"]	Let's Get To Work	Attack	5	3	6	6						450	200	143	450	After 3s +1 Attack (+2s Cooldown); After 6s +2 Attack (+4s Cooldown)
Antaak	TRUE	Antaak	4	4	100	1	0 1 2 3	7	TRUE	Do No Harm	747	408	0	0	0	0	0	0	0	0	0	612	244	858	731	68	180	0	0	0	["Klingon","Physician","Desperate","Geneticist","nonhuman","male","organic","ent","crew_max_rarity_4"]	Klingon Mercy	Accuracy	5	12	12	20	Immediately repairs Hulls by 15%	None				425	800	245		
Hugh	TRUE	Hugh	3	3	100	1	0 1 2 3	5	TRUE	Resistance Is Futile, Rare Crew	827	722	0	0	0	371	70	156	220	64	141	0	0	0	0	0	0	419	147	324	["Borg","Maverick","Cultural Figure","nonhuman","male","organic","hugh","tng","crew_max_rarity_3"]	I Will Not	Attack	4	6	8	10	Shield regeneration +800	None				352	120	83	340	
Thot Gor	TRUE	Gor	4	4	100	1	0 1 2 3	7	FALSE	New Life and New Civilizations, A Little Stroll	602	414	791	201	459	626	94	190	0	0	0	0	0	0	0	0	0	406	131	256	["Breen","Diplomat","Dominion","Resourceful","Communicator","organic","evsuit","ds9","gor","crew_max_rarity_4"]	Breen Dominance	Attack	9	10	20	10			1			775	335	65	300	
Glinn Damar	TRUE	Damar	2	2	100	1	0 1 2 3	8	TRUE	Chain of Command, Uncommon Crew	913	921	301	42	97	0	0	0	0	0	0	0	0	0	0	0	0	372	55	184	["Cardassian","nonhuman","male","organic","ds9","bridge_crew","damar","crew_max_rarity_2"]	Bonds of Loyalty	Accuracy	2	6	10	10	Increase boarding damage by 10%	Boarding				195	145		220	
Beloved Annorax	TRUE	Annorax	5	1	100	0	1	5	TRUE		114	455	321	41	132	0	0	0	593	132	293	0	0	0	905	142	338	0	0	0	["Krenim","Desperate","Theoretical Engineer","Casual","Survivalist","male","organic","voy","annorax","crew_max_rarity_5"]	Time Is Patient	Accuracy	7	10	5	12	+30% to Attack Speed	None				300	100	100	315	
Commander Nevesa	TRUE	Nevesa	4	4	100	1	0 1 2 3	9	TRUE	The Neutral Zone	758	613	759	151	532	674	104	268	0	0	0	0	0	0	0	0	0	0	0	0	["Crafty","Romantic","Romulan","Resourceful","female","nonhuman","tos","nevesa","commander","crew_max_rarity_4"]	Hidden in Plain Sight	Evasion	7	10	8	14	Immediately deals 250% damage	Cloak				290	310	70	565	
Ba'ul	TRUE	Ba'ul	5	1	100	0	0 1 2 3	3	TRUE		71	592	0	0	0	0	0	0	755	42	161	371	60	238	0	0	0	1058	220	393	["Ba'ul","Brutal","Interrogator","Geneticist","nonhuman","organic","baul","dsc","crew_max_rarity_5"]	The Truth Will Be Contained	Attack	8	8	6	12	Immediately deals 400% damage	Cloak				295	30	234	150	
Siranna	TRUE	Siranna	4	4	100	1	0 1 2 3	8	TRUE		563	517	0	0	0	691	108	223	0	0	0	850	180	397	421	89	207	0	0	0	["Gardener","Kelpien","Spiritual","nonhuman","female","organic","dsc","siranna","crew_max_rarity_4"]	Look Down Every Now And Then	Accuracy	5	12	12	20	Immediately repairs Hulls by 20%	None				375	50	168	150	
Priestess Siranna	TRUE	Siranna	4	4	100	1	0 1 2 3	7	TRUE		488	505	608	127	273	1015	156	323	0	0	0	439	89	241	0	0	0	0	0	0	["Gardener","Kelpien","Spiritual","Civilian","Ambassador","Cultural Figure","nonhuman","female","organic","dsc","siranna","crew_max_rarity_4"]	The Truth Has Survived	Evasion	7	6	8	8						450	200	100	475	
Ensign Vorik	TRUE	Vorik	3	3	100	1	0 1 2 3	7	TRUE	Live Long and Prosper, Rare Crew	929	879	0	0	0	0	0	0	444	137	360	0	0	0	0	0	0	0	0	0	["Starfleet","Federation","Vulcan","Telepath","nonhuman","male","organic","voy","crew_max_rarity_3"]	Only Logical	Evasion	4	10	6	15	Immediately repairs Hulls by 20%	None		Attack	2	757	185	474	380	
Ensign Seska	TRUE	Seska	2	2	100	2	0 1 2 3	5	TRUE	Chain of Command, Uncommon Crew	923	909	0	0	0	0	0	0	370	50	139	0	0	0	0	0	0	252	48	167	["Bajoran","Cardassian","Starfleet","Obsidian Order","Undercover Operative","nonhuman","female","organic","voy","ensign","seska","crew_max_rarity_2"]	Subtle Sabotage	Evasion	2	0	10	14	+300 to Crit Rating	None				115	155	43	270	After 7s +850 to Crit Rating; After 14s +1200 to Crit Rating
Kazon Seska	TRUE	Seska	4	4	100	1	0 1 2 3	8	TRUE	Chain of Command	676	723	535	82	176	0	0	0	926	54	141	0	0	0	0	0	0	379	130	317	["Cardassian","Kazon","Obsidian Order","Undercover Operative","Villain","nonhuman","female","organic","voy","ensign","seska","crew_max_rarity_4"]	Shield Puncture	Attack	6	6	6	6						715	155	184	1025	After 4s +1 Attack (+2s Cooldown); After 8s +2 Attack (+4s Cooldown)
Yelgrun	TRUE	Yelgrun	4	4	10	0		7	TRUE	New Life and New Civilizations	526	282	81	12	25	101	16	33	0	0	0	0	0	0	44	7	14	0	0	0	["Dominion","Vorta","Clone","Diplomat","Musician","male","ds9","yelgrun","nonhuman","crew_max_rarity_4"]	I Was Cloned	Evasion	5	3	6	6						400	265	98	275	After 3s +1 Evasion (+2s Cooldown); After 6s +2 Evasion (+4s Cooldown)
Chief Engineer Torres	TRUE	Torres	1	1	100	1	0 1 2 3	7	TRUE	Spit and Bailing Wire, The Daystrom Award, Common Crew	944	930	0	0	0	0	0	0	292	24	92	0	0	0	0	0	0	113	46	177	["Starfleet","Federation","Human","Klingon","Maquis","Innovator","Jury Rigger","Saboteur","Cyberneticist","nonhuman","female","organic","voy","lieutenant","torres","crew_max_rarity_1"]	Natural Engineer	Attack	2	8	10	12				Evasion	1	460	45	135	255	
Maquis Takeover Torres	TRUE	Torres	3	3	100	2	0 1 2 3	3	TRUE	Spit and Bailing Wire, Rare Crew	826	742	170	86	231	0	0	0	536	50	169	0	0	0	0	0	0	326	90	244	["Starfleet","Human","Klingon","Maquis","Jury Rigger","Saboteur","nonhuman","female","organic","voy","lieutenant","torres","crew_max_rarity_3"]	Repressed Command	Accuracy	3	6	4	10	Immediately deals 200% damage	Position				740		130	475	
Liaison Torres	TRUE	Torres	4	4	100	0	0 1 2 3	8	TRUE	New Life and New Civilizations	643	407	302	130	333	769	145	347	639	95	285	0	0	0	0	0	0	0	0	0	["Federation","Human","Cyberneticist","Klingon","Civilian","Diplomat","nonhuman","female","organic","voy","torres","crew_max_rarity_4"]	Career Change	Attack	5	12	12	20	Immediately repairs Hulls by 20%	None					345		750	
Klingon Torres	TRUE	Torres	4	4	100	0	0 1 2 3	7	TRUE		722	817	0	0	0	0	0	0	725	86	237	0	0	0	0	0	0	1038	93	265	["Klingon","Civilian","Brutal","Duelist","Desperate","Prisoner","nonhuman","female","organic","voy","torres","crew_max_rarity_4"]	You Need Me	Attack	5	1	12	20	Immediately repairs Hulls by 10%	None				355	275	53	405	After 8s Immediately repairs Hulls by 20%; After 16s Immediately repairs Hulls by 30%
Delta Flyer Torres	TRUE	Torres	5	1	100	0	0 1 2 3	4	TRUE		89	478	378	68	149	0	0	0	1030	217	453	0	0	0	0	0	0	688	91	283	["Human","Federation","Starfleet","Romantic","Pilot","Athlete","Klingon","nonhuman","female","organic","voy","torres","crew_max_rarity_5"]	You Know How Much I Hate To Lose	Attack	9	8	10	12				Accuracy	3	400	100	108	300	
Injured Torres	TRUE	Torres	2	2	100	1	0 1 2 3	1	TRUE	Spit and Bailing Wire, The Daystrom Award, Uncommon Crew	899	887	298	54	123	0	0	0	428	71	225	0	0	0	0	0	0	0	0	0	["Starfleet","Klingon","Human","Maquis","Survivalist","Innovator","Jury Rigger","Cyberneticist","Federation","Desperate","nonhuman","female","voy","torres","lieutenant","crew_max_rarity_2"]	I'm Going To Get This One	Evasion	4	6	6	8	Immediately repairs Shields by 12%	None				253	200	105	225	
Section 31 Reed	TRUE	Reed	2	2	100	1	0 1 2 3	8	TRUE	Uncommon Crew	932	931	137	23	72	0	0	0	0	0	0	0	0	0	0	0	0	358	59	181	["Starfleet","Human","Undercover Operative","Marksman","Desperate","Section 31","male","organic","ent","lieutenant","reed","crew_max_rarity_2"]	Covert Strike	Evasion	2	6	2	12	Immediately deals 150% damage	Position				270	150	3	190	
Sniper Reed	TRUE	Reed	3	3	100	1	0 1 2 3	7	TRUE	Rare Crew	863	796	381	104	278	0	0	0	0	0	0	0	0	0	0	0	0	465	113	235	["Starfleet","Human","Tactician","Marksman","male","organic","ent","lieutenant","reed","crew_max_rarity_3"]	Deception and Surprise	Attack	3	6	3	12	Immediately deals 200% damage	None				515	245	15	250	
Rura Penthe Reed	TRUE	Reed	4	4	100	1	0 1 2 3	7	TRUE		756	386	572	137	420	0	0	0	0	0	0	0	0	0	0	0	0	724	187	630	["Starfleet","Human","Desperate","Criminal","Undercover Operative","Prisoner","male","organic","ent","reed","crew_max_rarity_4"]	As You Were	Attack	9	8	12	10			2			755	235	173	400	
Tourist Reed	TRUE	Reed	4	4	100	1	0 1 2 3	10	TRUE		570	522	842	156	417	827	15	34	0	0	0	0	0	0	0	0	0	277	190	388	["Starfleet","Human","Romantic","Desperate","Resourceful","male","organic","ent","lieutenant","reed","crew_max_rarity_4"]	Follow Two Aliens into a Basement	Accuracy	9	11	4	10						190	292	120	450	
Garth of Izar	TRUE	Garth	5	5	100	0	0 1 2 3	5	TRUE	Valor in Combat	111	216	1396	255	502	560	94	160	0	0	0	0	0	0	0	0	0	1147	179	396	["Prisoner","Desperate","Human","Brutal","Resourceful","Villain","Shapeshifter","Veteran","organic","male","tos","garth_izar","crew_max_rarity_5"]	I'm Afraid of No One	Attack	8	6	8	10	Immediately deals 400% damage	None	2			300	200	185	225	
Mirror 'Smiley' O'Brien	TRUE	O'Brien	3	3	100	0	0 1 2 3	2	TRUE	Spit and Bailing Wire, Rare Crew, Smoke and Mirrors	822	906	429	42	87	0	0	0	632	34	116	0	0	0	0	0	0	209	35	97	["Human","Resourceful","Jury Rigger","Terran Rebellion","Mirror Universe","male","organic","ds9","mirror","captain","obrien","crew_max_rarity_3"]	Reroute Subsystems	Evasion	5	6	10	20	Immediately repairs Shields by 15%	None				290		74	1030	
Chief O'Brien	TRUE	O'Brien	4	4	100	1	0 1 2 3	8	TRUE	Spit and Bailing Wire, Valor in Combat	723	730	351	14	52	0	0	0	732	174	399	0	0	0	0	0	0	574	72	170	["Human","Starfleet","Federation","Jury Rigger","Veteran","male","organic","ds9","obrien","crew_max_rarity_4"]	Power Up Interface	Accuracy	6	6	6	6						1205	200	510	100	After 4s +1 Accuracy (+2s Cooldown); After 8s +2 Accuracy (+4s Cooldown)
Undercover O'Brien	TRUE	O'Brien	4	4	100	0	0 1 2 3	4	TRUE	Spit and Bailing Wire, Valor in Combat	667	686	0	0	0	262	15	44	740	130	272	0	0	0	0	0	0	839	167	331	["Human","Starfleet","Federation","Jury Rigger","Veteran","Undercover Operative","male","organic","ds9","obrien","crew_max_rarity_4"]	Intelligence Report	Evasion	7	6	12	12	+18000 to Crit Bonus	None	2			1200	355	412	565	
Klingon O'Brien	TRUE	O'Brien	4	4	100	1	0 1 2 3	4	TRUE	Spit and Bailing Wire, Valor in Combat	542	600	0	0	0	858	189	420	683	119	261	0	0	0	0	0	0	501	32	69	["Starfleet","Federation","Klingon","Human","Jury Rigger","Undercover Operative","Duelist","Veteran","male","organic","ds9","obrien","crew_max_rarity_4"]	House of Konjah	Accuracy	8	6	4	10	Immediately repairs Shields by 25%	None	2			1380	240	110	690	
RAF Miles O'Brien	TRUE	O'Brien	5	1	100	0	0 1 2 3	6	TRUE	Spit and Bailing Wire, Holodeck Enthusiasts	181	557	770	68	155	0	0	0	848	201	394	0	0	0	0	0	0	464	109	236	["Human","Pilot","Jury Rigger","Hero","Costumed","male","organic","tng","obrien","ds9","crew_max_rarity_5"]	Per Ardua Ad Astra	Attack	7	16	3	16	Immediately deals 400% damage	Cloak				700		182	890	
Keevan	TRUE	Keevan	3	3	100	1	0 1 2 3	6	TRUE	Rare Crew	866	848	559	68	176	348	96	225	0	0	0	0	0	0	0	0	0	0	0	0	["Vorta","Dominion","Clone","Crafty","Brutal","nonhuman","male","organic","ds9","crew_max_rarity_3"]	Immoral Diplomacy	Evasion	7	8	12	12				Attack	2	415	185		330	
Returning Craft	TRUE	Craft	5	1	100	0	0 1 2 3	7	TRUE	Valor in Combat	150	388	984	238	507	352	64	194	0	0	0	0	0	0	0	0	0	608	112	244	["Romantic","Human","Crafty","Resourceful","Pilot","Veteran","male","organic","craft","dsc","crew_max_rarity_5"]	Then I'll Just Say Goodbye	Evasion	9	4	10	8						440	270	10	200	
Stranded Craft	TRUE	Craft	3	3	100	1	0 1 2 3	5	TRUE	Valor in Combat, Rare Crew	812	843	388	54	147	0	0	0	259	33	90	0	0	0	0	0	0	610	72	197	["Romantic","Human","Crafty","Resourceful","Pilot","Veteran","male","organic","craft","dsc","crew_max_rarity_3"]	Anyone Else On This Ship?	Accuracy	5	4	8	12						540		40	150	
Technician Rom	TRUE	Rom	2	2	100	1	0 1 2 3	4	TRUE	Rules Of Acquisition, Spit and Bailing Wire, Uncommon Crew	927	948	0	0	0	215	32	89	444	39	87	0	0	0	0	0	0	0	0	0	["Ferengi","Bajoran","Civilian","Saboteur","Jury Rigger","nonhuman","male","organic","ds9","rom","crew_max_rarity_2"]	Jurryrigged Fix	Accuracy	2	6	4	4	Immediately repairs Hulls by 10%	None	2			230	50	100	225	
Niners Rom	TRUE	Rom	4	4	100	1	0 1 2 3	3	TRUE	Rules Of Acquisition, Spit and Bailing Wire, Play Ball!	735	727	0	0	0	0	0	0	989	116	272	0	0	0	0	0	0	631	166	342	["Ferengi","Bajoran","Desperate","Resourceful","Jury Rigger","Athlete","Saboteur","Hero","Costumed","nonhuman","male","organic","ds9","rom","niners","crew_max_rarity_4"]	Bunt	Attack	8	6	6	10				Accuracy	2	865	300	185	80	
Berlinghoff Rasmussen	TRUE	Rasmussen	4	4	100	1	0 1 2 3	9	TRUE		625	326	0	0	0	273	174	359	0	0	0	0	0	0	509	165	505	941	67	167	["Civilian","Human","Scoundrel","Desperate","Crafty","Resourceful","male","organic","tng","rasmussen","crew_max_rarity_4"]	Question Your Convictions	Attack	7	6	8	10	Immediately repairs Shields by 10%	None	3			475	290	145	350	
Koloth	TRUE	Koloth	3	3	100	1	0 1 2 3	5	TRUE	New Life and New Civilizations, Rare Crew	809	826	503	32	88	474	129	296	0	0	0	0	0	0	0	0	0	274	21	74	["Klingon","Diplomat","Tactician","Duelist","nonhuman","male","organic","tos","koloth","crew_max_rarity_3"]	I Am Koloth	Attack	4	8	8	10	Immediately repairs Hulls by 15%	Cloak				525	140	243	150	
